stars,comment
5.0,máy ổn  màn hình nét  chạy mượt  camera hơi xước nhưng chụp ảnh không bị ảnh hưởng  pin trâu  nói chung chất lượng ổn  đáng tiền  giá lại rẻ
5.0,dùng được   tuần máy vẫn ổn  chạy mượt
5.0,máy dẹp tốt rẻ
5.0,máy quá tốt trong tầm giá  cám ơn shop tặng thêm bàn phím 
5.0,mép màn hình đường viền bị gẫy   điểm
3.0,máy tốt  giao hàng trước thời hạn dự kiến  nhưng có   vấn đề     máy không gọi điện được mặc dù xem phần cài đặt có thấy cài đặt gọi điện     tai nghe âm lượng rất nhỏ  không thể sử dụng đươc      đề nghị nhà cung cấp xem xét 
5.0,máy chưa sd nên chưa bt  ko có phiếu bảo hành và phieu trả hàng  vãi   máy bị công vênh ở gốc  trả hang thj ko co phiếu  làm ăn mất uy tín 
5.0,máy tốt  giao hàng trước thời hạn dự kiến  nhưng có   vấn đề     máy không gọi điện được mặc dù xem phần cài đặt có thấy cài đặt gọi điện     tai nghe âm lượng rất nhỏ  không thể sử dụng đươc      đề nghị nhà cung cấp xem xét 
5.0,sản phẩm chất lượng tốt  đầy đủ phụ kiện  giao hàng nhanh chóng 
5.0,sản phẩm chất lượng rất tốt  dùng cho các con học tiếng anh tốt  loa chuẩn
5.0,ngon thì có ngon thật nhưng k nghe gọi được gì hết 
5.0,máy còn mới lắm   chất lượng thì chưa sử dụng nhiều  đợi time nữa xem sao  
3.0,may đẹp
5.0,good
4.0,đóng gói cẩn thận  giao hàng nhanh  sản phẩm đẹp  chỉ hơi trầy xước chút ít  shop uy tín 
3.0,may tam on  nhung nhanh het pin  su dung khoang nua tieng la may nong qua minh muon doi may khac nhe
1.0,đặt hàng huawei nhưng giao lenovo t s giá còn không tương đương   đã vậy còn không cho kiểm hàng 
1.0,đặt   inch giao  inch
5.0,may bi loipin hay bi sap nguon
3.0,máy mua về mới dùng   ngày đã hỏng gửi vào để đổi thì không trả lại máy đề nghị xem lại phương thức làm ăn
5.0,hàng rất tốt  máy mới nguyên cảm ứng nhạy  đẹp  pin tốt  âm thanh quá tuyệt  giá hợp lý bình dân  cảm ơn lazada và cảm ơn shop        
5.0,ok 
5.0, sản phẩm đẹp đúng mô tả 
5.0,máy sử dụng rất tốt cho   d  
5.0,máy chạy mượt mà  đẹp
5.0,hàng đúng quảng cáo  đóng gói cẩn thận
5.0,đánh giá rồi không biết có được tặng tai nghe như shop nói không hihihi
5.0,ncc
5.0,sp tốt
2.0,sp giống mô tả  âm thanh ổn  wifi tốt  mọi thứ đều ổn 
5.0,máy không dùng mạng di động của việt nam đc mà phải mua code nước ngoài rất đắt nhưng shop không hề nói cho khách hàng biết
5.0,máy chất lượng rất tốt  chúc shop có nhiều sản phẩm tốt hơn nữa
1.0,đang dùng dung lượng hơi nhỏ hạn chế tải game 
5.0,giao máy còn đệp  coi youtube nhanh  tjank
5.0,không có củ sạc của nó  thì dùng thế nào  vứt máy đi à  bán cho tôi cục sạc tiếp tôi trả thêm tiền 
5.0,mình đặt máy tính bảng lenovo t s mà sop lại gửi máy khác mình đã gửi lại đổi đúng máy mình đặt không biết lúc nào mới nhận được vậy
5.0,this is a scam  they don t send a lenovo  they send a   shangbaixing  do not buy the lenovo  scam   liar s   they send a piece of junk  
5.0,tôi cân đoi lai mây bi lôi muôn gửi lai h lam j
1.0,hàng dùng được tuy nhiên shop gửi ko đúng dây sạc làm phải đi ra ngoài tìm mua dây khác
1.0,máy chạy tốt  chơi game mượt 
3.0,giao hàng nhanh  máy ok  cảm ơn shop 
5.0,lazada giao hàng cực nhanh  nhân viên nhiệt tình dù phải đứng đợi mình về giữa trưa nắng  quan trọng là sản phẩm rất tốt với một người chuyên cày như mình  vừa phục vụ cho giải trí  vừa phục vụ cho việc dạy học  đáng để dành nửa tháng lương 
5.0,thanks for sending quickly  i ordered it today morning and then received it tonight    i am doing the setting now  it is working very well 
5.0,sản phẩm giao hàng rất nhanh tôi rất hài lòng với sản phẩm  nguyên seal nguyên kiện ngay cả từ điển cũng không có luôn 
5.0,fast delivery  product perfect  very happy with the service and my new kindle 
5.0,standard waterproof kindle   all good
5.0,great product  perfect delivery in less than   days
5.0,ổn recommend      
5.0,perfect  exactly like the one i had that i bought from the uk 
5.0,sản phẩm tốt  giao hàng nhanh
5.0,it works and is waterproof    thats good enough for me  
5.0,giao hàng nhanh đóng hàng chắn chắn  còn chất lượng phải sử dụng qua  cảm ơn shop
5.0,its water proof  seems to work ok   i have had it in the pool   times   no problem 
5.0,sản phẩm tốt nhưng  pin hơi kém củ sạc thì lại sạc không được nhanh vừa test máy và vừa sạc thì pin vẫn tụt phần trăm không lên đổi mic đàm thoại nghe rất nhỏ  loa ngoài cũng không được tốt   phần âm thanh rất tệ
5.0,đặt hàng trưa qua mà chiều nay nhận dc hàng rồi  quá ngon  hàng nhìn keng xà beng  cho    vì dịch vụ cái đã  chất lượng để test rồi phản hồi shop sau kkk
5.0,rat ok
5.0,máy đẹp
5.0,bê màn hinh cung ban
5.0,sài tốt lắm
5.0,its value is much better than ipad  the build is solid  the specification is reasonable     the price for hd   is about the same as in the states   i would have chosen hd    instead had its price been reasonable     keep in mind that this is not an ordinary tablet   its os is modified by amazon     it does not come with google play store  you have to figure out how to install it if you want google play  if the installation button is not responding  try to reboot     when the screen is locked  it displays advertisements     i bought this to replace my ipad    i use it mostly to watch youtube and as an ebook reader      chinese cheap tablets might appear to have better specifications than fire   however  chinese specifications might be fake   even taiwanese brand tablets are made in china these days   hence  i choose amazon over no name tablets     although fire hd   is not perfect  i am happy with its performance and price 
5.0,máy mượt cài chplay các kiểu   chơi mượt liên quân vs võ lâm truyền kì  thỉnh thoảng đag chơi nó văng ra  nhưng mình tải ứng dụng xóa ram nên cx k sao vẫn chơi mượt  nói chung rẻ nhưng quá ngon
4.0,máy nguyên seal  bật lên đòi đăng nhập tài khoản amazon  mình đăng nhập xong  lên mạng cài google play luôn  xong cài face  you     các kiểu thoải mái  xong máy lại có update thế là up lên bản mới nhất của amazon  máy này không đổi được giao diện  không có tiếng việt  nhưng vì cài được play store nên vẫn gõ tiếng việt thoải mái  màn hình khóa thì hiện quảng cáo amazon  không tắt được ứng dụng mặc định  đó là mấy cái bất tiện  còn mình thì hoàn toàn hài lòng vì chỉ nghe nhạc  phim ảnh  facebook  game nhẹ trong khi giá khá mềm 
5.0,máy nguyên seal  giao hàng khá nhanh  tuy nhiên độ phân giải màn hình kém  bị rỗ rất nhiều  nếu chỉ dùng để đọc sách thì ổn  xem phim hd thì rất chán  màu sắc không hiển thị trung thực lắm  âm thanh tốt   máy chạy mượt nhưng kết nối wifi hơi cùi  mạng bắt được mạng không   amazone store ít ứng dụng  nếu cài được google play thì tốt hơn 
4.0,mình mới nhận được hàng   và có   số vấn đề mình không hiểu với cái camera của máy   mình thấy máy nó hơi phóng to ảnh và chụp hình hơi mờ     mình hỏi shop thì shop bảo  lại còn đòi hỏi nét như iphone      kiểu rất khinh người      mình mới nhận được hàng   chưa trải nghiệm máy gì cả   nhưng mình thấy màn hình có   vấn đề là khi chỉn màn hình về mức tối thì màn hình tối hẳn luôn   những máy khác dù có chỉnh độ sáng về tối nhất cũng còn thấy được     mình chỉ góp ý vậy thôi    
3.0, ưu điểm   rẻ    pin khá    nhược     màn hình bị hở sáng nặng  vị trí gần  nút  home  ảo  lúc khởi động hoặc để nền tối    độ sáng thấp  độ sáng max mà chỉ bằng độ sáng của con xiaomi redmi note  x để ở       cục sạc đi kèm sạc khá lâu    nóng  chơi mỗi game clash of clan mà mặt sau máy nóng ran  nói chung là của rẻ là của ôi  chả buồn đổi trả nữa  hi vọng nó sống thọ dc   năm để dành tiền m a ipad
1.0,máy xài tạm được trong tầm giá  màn to vừa phải  camera siêu lởm chỉ để cho có  mình tìm chưa có root nên hơi bị gò bó với mấy app của amazon  ai thích tùy biến nhiều như mình thì nên chọn hãng khác  shop để thông tin chưa chính xác  máy này là bản  th gen tức là bản      chứ không phải     
2.0,hôm đầu mình gặp vấn đề với loa  hơi rè  nhưng đã khắc phục được  bóp vào cạnh máy là hết   màn hình máy không được nét nếu so sánh với các máy tính bảng trung quốc cùng tầm giá nhưng xét về pin  độ bền và thương hiệu thì hơn hẳn  cảm giác cầm nắm tốt  nhẹ và ko bị cấn tay 
4.0,vô địch trong tầm giá  chất lượng tuyệt vời  mình đã mua đến cái thứ   rồi  dùng cho bán hàng  dùng cho họp tập và giải trí cũng rất ok  quan trọng là em nó pin rất trâu  mẫu mã không theo trào lưu bây h nhưng mình rất thích  nói chung là miễn bàn luận  uh  mua về lên google xem hướng dẫn cài ch play nhé  rất đơn giản  
5.0,chất lượng sản phẩm rất tốt phù hợp với giá tiền  rất thích hợp cho trẻ em học tập và giải trí nhẹ nhàng  
5.0,không có tiếng việt và google play   nhiều quảng cáo ở màn hình khóa   có thể khắc phục bằng cách liên hệ trực tiếp supporter của amazon để khắc phục     mình vừa nhận   hiện tại vẫn đang test   sản phẩm còn seal nhé mọi người
5.0,hàng shop tốt  nguyên seal  chính hãng full box  tuy nhiên bên shop giao hàng chậm cho kho lazada quá trễ   ngày so với dự kiến 
4.0,mới mua về gần   tuần thì bị mất   cho   sao thôi     dù gì thì cũng có trải nghiệm tuyệt vời trong   ngày đó 
5.0,máy đẹp  giao hàng nhanh  tuy nhiên không có tiếng việt  máy ảnh cho có    tuy nhiên vẫn rate    vù máy rất tốt so với mức giá rồi 
4.0,ưu điểm  rẻ  pin khá  máy khá chắc chắn  nhược  hở sáng ở góc màn hình gần nút nguồn  cảm ứng thỉnh thoảng ko nhạy lắm
5.0,mua xong chặn phần hỏi đáp về sản phẩm khi mình đặt câu hỏi mặc dù mình đăng xuất hoặc vào nick laz khác vẫn xem dc hỏi đáp  
4.0,máy nhẹ  ram    gb đủ dùng cho các tác vụ nhẹ  màn hình không đến mức sắc nét nhưng cũng không bị rỗ  có thể cái google play  phù hợp sử dụng cho trẻ nhỏ học tiếng anh và giải trí với các game nhẹ 
1.0,sử dụng tốt với các nhu cầu cơ bản như xem youtube  lướt web     cài thêm ch play là xài vô tư  pin tốt  thiết kế nhựa nhìn hơi rẻ tiền nhưng chắc sẽ bền   
5.0,tốt trong tầm giá  máy mới nguyên seal  mọi thứ đều ok trừ việc có   loa thì loa bên trên bị rè khi mở volume       nhưng mình nghĩ cũng k phải vấn đề quá lớn vì mình thường xài tai nghe hơn là loa 
5.0,dùng rất tốt  máy nguyên seal và đóng gói cực kì cẩn thận  mình rất thích và sẽ có dự định mua thêm để tặng người thân 
4.0,cảm ơn shop đã mang đến cho mình chiếc tablet rất tuyệt vời
5.0,hàng đúng nguyên seal
5.0,tốt trong tầm giá 
5.0,khá ngon so với tầm giá
5.0,sản phẩm tốt nguyên seal nhé
5.0,tư vấn không nhiệt tình
5.0,máy tốt trong tầm tiền
1.0,máy phù hợp với giá tiền  hình thức rất đẹp  nhưng không cài được tiếng việt
5.0,cứ như mua ở nước ngoài  giao hàng cực nhanh
5.0,giao hàng nhanh  sản phẩm nguyên seal  tốt trong tầm giá
5.0,tốt  tks shop
5.0,mình cần thêm giao dien tiếng việt và ch pla ai có thể supp mình ko  
5.0,hàng chính hãng  chất lượng tốt 
5.0,máy tốt  nguyên seal  đóng gói cẩn thận  uy tín 
2.0,nguyên seal  giá tốt   đảm bảo đáp ứng các nhu cầu cơ bản cho một máy dưới  tr
5.0,hàng mới nguyên seal  chất lượng tốt với nhu cầu xem phim lướt web và game nhẹ
4.0,máy mượt   mua về quất ngay bộ ứng dụng và chplay để dể tải app android
5.0,hàng chính hãng
5.0,hàng ok như mô tả nguyên kiện nguyên đai  chưa dùng chưa đánh giá được nhiều
5.0,êm chơi game không lag mượt pin say dc   ngày
5.0,đóng gói chắc chắn  sản phẩm tốt  rất đáng tiền
5.0,hơi lag nhưng với mức giá đó ko đòi hỏi hơn
5.0,tất cả oke hết cai ch play hơi rat roi tí   nhưng oke hết     quá tốt
5.0,bán hàng rất chuẩn
5.0,tạm ổn
5.0,i love it 
5.0,  sao
5.0,ngon bổ rẻ
4.0,hd  rất ok
4.0,ngon bổ rẻ
3.0,máy chuẩn apple  hình thức còn ngon mới xài  h chưa vấn đề   nói chung dòng ipad thi mjnh thấy bền lắm ko kiến thêm     sao cho  shop chat nhanh tư vấn nhiệt huyêt lắm
5.0,m  lte dùng tốt với giá hơn  t dùng rất ngon thích nhất bộ loa ghe nhạc xem phim tiếng trong am thanh steo rất thích
5.0,hàng kém chất lượng  tải game về ko thể chơi nổi  đề nghị xem xét lại mặt hàng
5.0,máy đẹp  đúng mô tả  nhưng cục sạc bị hư    
5.0,đã nhận được gói hàng rất hài lòng với số  hàng được đóng gói kỹ  máy tính bảng mới       đã dùng rất tuyệt vời 
1.0,mua   máy   shop gởi đúng sản phẩm masstel tab   pro ram   gb   rom    gb chính hãng    đóng gói kỉ   sóng mạnh truy cập nhanh   sp còn nguyên seal màu đẹp chắc chắn  nhiều ứng dụng giúp bé học tập hay và bổ ích   nên mua cảm ơn shop
5.0,máy sài đc  nhưng hơi yếu  nhanh hết pin
5.0,hang xai duoc ok nen mua
5.0,ok mua dum   ko bit nhu the nao
4.0,hài lòng với chất lượng sản phẩm 
4.0,hết màu đen  hàng nguyên seal tốt 
5.0,sản phẩm đáng để mua  giá rẻ hơn bên ngoài   sản phẩm chính hãng   đang check máy thấy ổn lắm  anh em nên mua trải nghiệm   thank lazada
5.0,máy đẹp
4.0,quá rẻ so với giá  mình ra shop gần nha bán  tr     lên lazada đặt rẻ  giao tận mắt   máy còn đẹp hơn
5.0,máy ok  chơi game khá mượt 
5.0,mình không dùng nhiêu nhưng để lướt web và xài văn phòng thì dòng máy này ok   máy mới     nhưng mình đánh giá thì cỡ     thôi  máy trong khá cũ  dán màn hình trầy xước  cái này ko đáng ngại   dóc bàn phím chờn sơn nên chắc sử dụng khá lâu rồi  chắc vì cũ nên máy sử dụng khá nóng và pin dùng chỉ được khoảng hơn  h    h
5.0,máy đẹp như mới  xài ok 
5.0,đẹp như mới  thông số cấu hình như mô tả  test các chức năng như cảm biến vân tay  camera  microphone  loa ngoài  nhiệt độ máy mát  sim  g  pin khoẻ còn trên      màn hình cảm ứng nhạy  tuy máy cũ nhưng mọi thứ điều ok  xài   ngày máy chưa thấy vấn đề gì  cảm ơn shop
3.0,cho cái bao hơi chật  còn lại ok
5.0,trên cả sự mong đợi
5.0,rất hài lòng
4.0,mình vừa nhận hàng hôm qua  hàng đóng gói tạm được  chưa được chắc chắn lắm  máy móc còn mới và chạy ổn  máy đã dán sẵn miếng dán màn hình  bàn phím kèm theo bằng kim loại rất chắc chắn  nhìn chung ổn trong tầm tiền  có thắc mắc là nếu bị lỗi win trong quá trình xài thì làm thế nào 
5.0,máy dùng rất ổn  mượt và nhanh trong tầm giá  cám ơn shop và long rất nhiều  bạn có thể tư vấn mình khi cần nhé sẽ ủng hộ thêm sản phẩm của shop
4.0,hàng còn mới xài ok  ổn
5.0,shops bán hàng uy tín  chất lượng sản phẩm đẹp  giá cả phù hợp   sao
4.0,chất lượng tuyệt  máy đẹp  xem youtube lướt web quá ổn luôn  mấy nhóc ở nhà đều thích  loa nghe to hay lắm  mình cho mấy nhóc học tiếng anh xem youtube rất tốt like shop
4.0,hàng mới  chất lượng   tr mà máy quá đẹp  mới keeng  rất hài lòng  mình mua về kết nối hát karaoke  cho bé xem youtube  đọc sách  tất cả đều rất ổn  ngon bổ rẻ 
5.0,máy rât đẹp  mọi thứ đều đầy đủ dùng  màn to  loa khá to  hay  có tặng kèm bao  da  shop phục vụ khá ổn  hy vọng máy dùng lâu dài nữa là ok
5.0,đã nhận được hàng  bề ngoài đẹp  bọc dán màn hình lưng đầy đủ  có tặng kèm bao da  pin cũng trâu  dùng liên tục được  h  loa khá to  trong chất lượng tốt  chưa thấy lỗi lầm gì  youtube có bản không quảng cáo khá hay  shop phục vụ tốt
5.0,máy tốt  hàng đẹp  chơi game  lướt web vẫn khá ổn  loa nghe trong  to hay  rất chất lượng
5.0,quá kém ae không lên mua nhé
5.0,đánh giá sơ  máy chạy ổn  pin trâu  loa hay  phụ kiện đầy đủ  hy vọng bền dùng tầm     năm là quá tuyệt so với giá tiền rồi
5.0,máy mới  đẹp  phụ kiện đầy đủ  có bao da  pin dùng hơi ảo nhưng dùng tổng cũng được tầm  h  loa nghe to  tốt  nói chung  tr xài cũng xứng tiền  lần sau có dịp sẽ ủng hộ 
1.0,máy mới  đẹp dùng rất tốt  chưa có lỗi lầm gì  với cấu hình này cài facebook lite mượt hơn dùng ổn hơn  shop cũng tư vấn nhiệt tình
5.0,dùng được   tuần máy ổn  quá ngon so với giá tiền
5.0,máy dùng rất tốt  đẹp  ngon bổ rẻ good
5.0,máy mới  đẹp  loa to  xem phim  youtube ổn  chơi đc liên quân mobile khá
5.0,thủ tục đăng kí sử dụng phức tạp  phải có thẻ visa mới tạo được tài khoản   máy không hỗ trợ tiếng việt  hệ điều hành không phải là windows như quảng cáo   nhanh hết pin 
5.0,máy tính bảng màng hình gần như hd   rất sắc nét   rõ và đẹp   dù viên pin chỉ có      mah nhưng rất trâu   sài cả       tiếng mới hết
5.0,dùng tốt    
2.0,sp khá ổn so với giá
5.0,máy tốt giá rẽ chất lượng châu âu  cấu hình giả trí cơ bản rất ok pin cực tốt     
5.0,máy đẹp  xước   chấm nhẹ không đáng kể  hàng dùng tốt  màn hình nét  loa khá chất
5.0,tốt
5.0,very good product and the seller is very informative and helpful  super satisfied  thank you 
5.0,mới nhận được máy sáng nay  mới đầu loay hoay chưa cài được ch play  nhờ shop hướng dẫn giờ thì ok rồi  máy đẹp  giá tốt  quá good  hơn hẳn các máy khác trong tầm giá  độ bền thì phải xài lâu mới biết được
5.0,mới đặt hôm trước  hôm sau shop giảm giá       hình thức bao bì còn mới  chưa bóc nhưng đã bị ai xé một bên hông hộp  máy chạy mượt  chịu khó tìm hiểu cách cài đặt là ok
5.0,quá ngon trong tầm tiền 
5.0,nguyên seal  nhìn là ưng  đang vọc cho nhóc nhà xài  khó kiếm case chống shock  nên đặt mua luôn 
3.0,dùng ổn trong tầm giá nhưng máy nhanh nóng
4.0,rat ưng
5.0,hài lòng 
5.0,máy đẹp  mới full box  quà đi kèm đầy đủ  check mã chuẩn hàng gtab  về sử dụng thấy cũng ổn  liên quân  pubg  freefire chơi tốt  đáng tiền nhé mọi người
5.0,máy đẹp  vỏ nhôm sắc nét  trông rất cao cấp  tác vụ ổn  không giật lag
3.0,tưởng máy giá rẻ thì kém nhưng xài khá tốt  màn full hd đẹp  game mượt  không giật lag  rất hài lòng shop
5.0, tr nhìn như máy cao cấp  đẹp  chơi game mượt  rất đáng tiền  máy mới  phụ kiện sạc  cáp  bao da  otg  dán màn đầy đủ mà để quên trên nhà lười chụp  nói chung ok
3.0,chất lượng được  tặng đủ phụ kiện  xài lâu vẫn mượt chưa thấy lỗi lầm gì  màn hình nét  bán hàng có tâm  hỗ trợ tốt 
5.0,máy dùng ngon  dùng   tuần rồi thấy ổn  chơi game khá được  máy đẹp  vỏ nhôm chắc chắn  máy hơi dày nhưng cứng cáp  nói chung là chuẩn
5.0,tuyệt vời ông mặt trời     
5.0,dùng cực mượt  rất đáng tiền  đây là máy mới  hơi bất ngờ với chất lượng quá tốt
5.0,máy dùng tốt  màn nét  chơi game rất mượt  liên quân mobile fps gần    rất xứng tiền
5.0,san pham chua gi da bi loi cam ung roi phan duoi camera truoc de doc de ngang gi cung khong cam ung duoc  vi ban cong chuyen nen it su dung  den khi su dungdung thi moi phat hien ra  het doi tra duoc chi bảo hành thoi   that vong qua
5.0,máy xài ngon  chơi liên quân chạy cũng tương đối mượt  hơi giật tý  không đáng kể             máy tốt ngoài mong đợi  phụ kiện tặng kèm theo đầy đủ và đẹp  màn hình thì hơi dễ xước  nên phải dán màn hình ngay     cơ mà hơi tiếc vì không được bóc seal  chắc shop lấy ra nâng cấp dùm lên android   rồi      nói chung với mức giá này mà chạy vậy là ổn  very ổn      
5.0,may chay rat muot va rat ro mau dep voi gia nay thi cung vua tui tien cac ban nen mua xai nhe
5.0,san pham thi tot nhug cuc sac da hu
5.0,rất ok
1.0,mua ổn tiền quá lo ghe  không nghe được gì cả lần đầu cũng là lần cuối chắc không dám mua hàng của zara nữa đâu
5.0,máy lag toàn tiếng trung thôi
5.0,quá tệ hại  thua máy đồ chơi cho con nít     
4.0,tôi không hài lòng vì máy tôi nhận được ko phải là máy mới
5.0,không tốt
1.0,nói chung dùng ok với giá tiền  tìm miếng dán cường lực dán vào dùng khá mượt so với sản phẩm cùng giá tiền  các cục sạc bao chât
2.0,hàng tốt  đúng như quảng cáo 
1.0,giá hợp lý  giao hàng nhanh  xin cám ơn 
1.0,chơi được game free fire ok
5.0,sản phẩm tốt
1.0,ổn
5.0,máy xài ok hơi chậm chút nhưng không sao  tiền nào của đó  xem phim  game nhẹ  đọc sách được
5.0,máy dùng không quá nhanh nhưng để xem youtube  đọc sách cũng khá ổn  máy mới  đẹp
