stars,comment
4,sản_phẩm bị lỗi sạc pin không vào mà còn bị_trừ phần_trăm pin muốn đổi hàng được không cửa_hàng
5,nhìn rất ưng_ý chỉ có cái là chưa dùng nên chưa biết sạc bền hay không thôi
5,hàng chất_lượng giống hình đóng_gói rất kĩ cảm_ơn show
5,sạc rất đẹp tuy_nhiên hơi to sạc vào ổn_định nên mua
5,pin không mah mà chỉ sạc đầy được lần ip và lần ip trong khi cục mình mua hãng khác không mah_sạc đc lần ip sạc khá bự nhưng so với không mah là nhẹ ai mua thì nên cân_nhắc sạc cổng a mà pin vô khá chậm
1,pin mà sạc chỉ có một lần lần thứ hai được pin thì hết theo các bạn có nên mua hay không
1,đang sạc thì bốc cả khói_vậy sao ai dám mua dùng nữa
5,pin mẩu đẹp sạc dùng dk lâu
5,mẫu_mã đẹp tiện_dụng sac đầy dùng dk rất lâu
5,mẩu mã đẹp sản_phẩm tốt không gây chai pin
5,thấy nhiều người mua nên mua thử mới dùng thấy khá ổm có sạc nhanh nên mình thích
5,mới nhận đc hàng delay mấy hôm đợt nhưng cửa_hàng đóng_gói cẩn_thận pin dùng thấy tốt
5,mẫu sạc đẹp dung_lượng lớn không nóng khi sd sản_phẩm tốt
5,sản_phẩm đẹp pin sạc nhanh sử_dụng được lâu cửa_hàng chọn đúng sản_phẩm
5,chất_lượng sản_phẩm đúng như mô_tả
5,tốt thiết_kế đẹp nữa
5,pin ảo pin tớ sài tí là hết
5,giống mẫu giống với mô_tả sản_phẩm_chất_lượng
4,pin xạc giờ mà không đầy sao vậy cửa_hàng số chớp hoài không dừng là sao cửa_hàng
5,ban hang toan lua khach sac du phong dung luong chuan mah sac chua toi lan dt dung luong_mah da het lam_an lua doi khach hang
5,cửa_hàng nói dung_lượng chứ mình thấy không có đúng gì hết_mình sạc qua đêm giờ tới giờ sáng mới rút ra mà sạc cục wifi không dây của mình chỉ có mp mà đã hết rồi
5,hoi to so với tưởng_tượng như cũng đẹp
5,số này tương_đối_với giá tiền sạc không nóng hơi nặng số với hình_ảnh quảng_cáo của cửa_hàng
4,sản_phẩm nhận về bị xước quá nhưng cũng thông_cảm cho cửa_hàng vì mặt quá bóng thông_tin in trên sản_phẩm còn thiếu_sót quá ví_dụ trên cổng sạc không ghi điện_áp ra bao_nhiêu volts và dòng ra bao_nhiêu ampe tôi mua về cứ cắm bừa không biết có hỏng thiết_bị cần sạc không nữa đèn led thì tối chứ có sáng lắm đâu mà quảng_cáo ghê nói chung tạm chấp_nhận đc giao hàng thì tốt
5,sản_phẩm dùng rất tốt cửa_hàng chỉ dẫn_nhiệt_tình noi chung là rất hai_lòng với sản_phẩm nầy tạm_thời chi sao
4,dùng từ siêu mỏng siêu nhẹ tôi tưởng nó nhỏ gọn không ngờ hơi to hơn so với iphone x giao hàng nhanh đóng_gói cẩn_thận chất_lượng tạm được
4,tôi đã đặt_hàng và nhận hàng nhưng không đúng sản_phẩm đề_nghị cửa_hàng gửi lại hàng cho tôi theo đúng đơn đặt_hàng
5,pin sạc nhanh ngoài_ra còn có chức_năng hiển_thị sạc không nóng dễ_dàng mang theo khi đi ra ngoài đối_với những người thích chơi game thì không sợ hết pin điện_thoại có_thể vừa sạc vừa chơi
5,chất_lượng shiper dễ_thương hàng đặt hết nhưng cửa_hàng vẫn gọi dt hỏi có mún đổi mẫu hong lần sau sẽ giới_thiệu mng ủng_hộ
1,sạc đầy cục sạc sạc vào điện_thoại lần đã hết sạch_pin
5,tốt xài được
2,sạc cho pin dự_phòng lâu vô sạc chậm mau hết pin tệ
5,sạc dự_phòng không như trên quảng_cáo hoàn_toàn không có cổng nào sạc nhanh hết rất lo_lắng mua hàng của cty lazada nữa
5,sản_phẩm đẹp đóng_gói sản_phẩm chắc_chắn nhưng hơi to xíu
5,san pham tot
3,to quá so với suy_nghĩ ban_đầu vướng_víu
4,sản_phẩm như cức sạc chưa đc cục pin hết sạch trụi
1,cục sạc to vãi rinh không nổi lun thất_vọng
5,okkkkkkkkkkkkkkkkkkkkkkkkk
5,sản_phẩm tốt tặng cửa_hàng sao
5,sản_phẩm đúng với mô_tả tốt hơn mong_đợi
5,đẹp quá mỏng teng à sạc được nhiều nữa cửa_hàng giao hàng siêu nhanh dễ_thương nữa cho sao luôn
4,tạm được
3,sản_phẩm trày nhẹ
5,kha hai long
5,hàng giống hình
5,hàng ik hình vận_chuyển tốt sẻ ủng_hộ cửa_hàng tip
4,pin dùng cũng tốt nhưng hơi to
5,hàng đẹp nhìn rất bắt_mắt tiền nào của đó
5,hàng tốt có hơi bị chài chúc
5,chất_lượng thì chưa sd nên chưa kt đc còn vẻ ngoài thì tốt cầm chắc_tay giá mềm ổn
5,sạc dự_phòng thiết_kế sang choảnh đó dung_lượng thì xài thử mới biết hihi
5,giao đúng sản_phẩm_chất_lượng tốt
5,chất_lượng tốt thiết_kế đẹp lắm
5,hang to chat luong trung quoc sac duoc lan chua day dt thi het pin sac
5,đèn tốt sản_phẩm tốt pin thì chưa biết v
5,sạc to hơn mình nghĩ nhưng đã sạc thử và thấy cũng tốt
5,chưa trải nghiệm
5,oke sạc nhanh
5,pin sạc tốt mẫu_mã đẹp không nóng sản_phẩm_chất_lượng
5,sản_phẩm giống hình sạc dùng rất tốt sẽ mua ủng_hộ cửa_hàng dài_dài
5,nhỏ gọn đúng mô_tả sạc lâu không bị nóng pin hay điện_thoại
5,mẫu pin đẹp nhỏ gọn tiẹn dung
5,product is great and does what it says on the_description
5,đặt_hàng tặng sinh_nhật ck nhận được đồng_hồ ưng_ý quá mở ra thấy có hộp đựng đàng_hoàn là ưng í lắm rồi làm_quà miễn chê luôn hình_thức đồng_hồ rất đẹp nhìn cái mê liền tặng cho ck thích lắm còn khen đẹp mà chạy rất tốt nữa giờ rất chính_xác cảm_ơn cửa_hàng lắm hề
5,đặt mua đồng_hồ cho ck thấy mẫu của cửa_hàng khá đẹp giá_cả rẻ nên đặt mua mẫu cửa_hàng giao hàng nhanh đóng_gói cẩn_thận có hướng_dẫn cách dùng cụ_thể mẫu đẹp hơn hình_ảnh ck mình đeo thấy rất chất và sang lại hợp với phong_cách của ck nữa sẽ ủng_hộ cửa_hàng thêm
5,mình đã đặt mua màu mẫu này của cửa_hàng nhìn bên ngoài rất đẹp hộp hịn đóng_gói chắc_chắn đeo tay chất và sang giá quá rẻ đẹp mới nhận được đeo đi làm luôn còn chất_lượng sẽ dùng thêm thời_gian để kiểm_chứng sẽ ủng_hộ cửa_hàng lâu_dài
5,đông hồ đep chất_lượng tốt mẫu_mã đep đáng tiền đóng_gói chắc_chắn tuyệt_vời nhé cửa_hàng
5,giao hàng nhanh đóng_gói cẩn_thận chắc_chắn mẫu đẹp hơn hình đeo tay khá chắc_chắn đồng_hồ chạy êm giá đang được sale nên khá rẻ mình đã đặt thêm vài mẫu đồng_hồ của cửa_hàng đánh_giá sao
5,đồng_hồ rất đẹp đóng_gói chắc_chắn thực_sự hài_lòng về sản_phẩm này có gì tôi sẽ quay lại ủng_hộ cửa_hàng
5,nhân được đồng_hồ rồi cửa_hàng ơi đẹp lắm em rất hài_lòng đeo lên_tay ưng_ý miễn bàn luôn cho cửa_hàng nha cửa_hàng
5,đồng_hồ đẹp hơn mong_đợi nhìn rrats đẹp và chắc_chắn dây mềm nên đeo thoải_mái còn máy thì chạy oonrn giờ chính_xác mẫu này thiết_kế rất độc_đáo không lo đụng hàng hốt về đeo đi làm mấy ông làm cùng lại sờ_mó hỏi địa_chỉ mua haha
5,đồng_hồ mới nhận được nhìn rất sang_trọng không biết sử_dụng về sau như thế_nào rất đáng tiền và sịn sò nữa cho cửa_hàng
2,biết là không mong_chờ đc nhiều ở cái đồng_hồ vài chục ngàn nhưng ngoài chất_lượng thì cái cơ_bản là cái kim của đồng_hồ cũng bị lệch luôn v
5,đồng_hồ rất đẹp rất ưng_ý hài_lòng với số tiền bỏ ra
5,giao hàng nhanh chất_lượng hơi lỗi khâu bảo_quản còn lại rất tốt
5,tốt nhé cửa_hàng
1,chất_lượng quá kém gỉ sét dây đeo
5,sơn đểu thật về đeo ra đeo vô mấy lần bị tróc_sơn
3,đúng là hàng_mã giá đề vô_cùng nhìn ngon_lành đặt về thì ôi_thôi đúng là tiền nào của nấy
5,đồng_hồ không y_như trong hình nhưng mà mua lúc sale nên phải chấp_nhận thôi giá gốc hơn triệu cơ_mà ai_lại sale không bao_giờ chứ làm thế có mà lỗ chết nhưng mà đồng_hồ nhận được cx khá tốt phù_hợp với giá tiền
5,công_việc khá bận nên mình hay mua đồ trên laza lướt thấy mẫu đồng_hồ này của cửa_hàng đang sale giá rẻ đặt mua thử luôn con nhận được thì bất_ngờ đồng_hồ bên ngoài còn đẹp hơn trong ảnh đeo tay nhìn chất thật khỏe_khoắn vote cho cửa_hàng sao
4,đồng_hồ nhìn sang_trọng nhưng kính hơi mỏng dễ trầy_xước đồng_hồ này chỉ thích_hợp mang đi chs
5,mình đang cần mua đồng_hồ để vừa đi làm vừa đi chơi luôn lướt thấy mẫu cửa_hàng đẹp giá lại rẻ đã quyết_định đặt mua thử mới nhận được khá bất_ngờ cửa_hàng đóng_gói cận thẩn hộp hịn mẫu đẹp hơn hình_ảnh nhiều đeo tay tay chất quá chạy êm sẽ còn ủng_hộ thêm vote cho cửa_hàng sao
5,hàng như mẫu giao đúng hạn đạt
1,đeo đúng ngày rửa tay thì bị vô nước cửa_hàng từ_chối đổi trả cửa_hàng vô trách_nhiệm bán hàng dỏm mọi người nên tẩy_chay cửa_hàng này
5,chỉnh ngắn dây kiểu gì thế ạ
5,cai kim_nhỏ nhìn giống như in lên vậy không thì tốt qua goi
5,đẹp phù_hợp với túi_tiền
5,dong ho không thâu ra vào đuoc quá tệ
5,tốt giao hàng nhanh chất_lượng thì chưa biết nói_chung là tuyệt
5,bước_đầu thấy tốt tặng cửa_hàng sao
5,đồng_hồ đẹp lam như giờ thì không chỉnh được cái cốt đồng_hồ lỏng le
1,cạn mn nó lời
2,đồng_hồ lởm quá như đồ_chơi trẻ_con
4,đồng_hồ đẹp chay đúng giờ nhưng dây đeo hơi dở đeo được vài ngay dây bi tua ra móc vào quần_áo nhưng chất lươn tốt cho cam ơn sản_phẩm
3,đẹp thì đẹp nhưng mặt kính không đúng hình cho lắm hình thì kính xanh ngoài thì kính trong bình_thường
1,dây đồng_hồ bị hư
2,đồng_hồ bị lỗi có người lấy về đỗi mà sao lâu quá lấy về cái đó
1,hình_ảnh chỉ mang tính_chất minh_hoạ
3,giao hàng nhanh nhưng chưa dùng đồng_hồ đã xước sơn không may vừa nhúng_tay nước thì đã mờ hết cả bên trong không hài_lòng lm
1,mua về vứt chứ có chạy đâu mà_sài
5,giao hàng nhanh giá_cả tốt
5,chất lương_kém
1,quá tệ
3,đồng_hồ không giống và vô nước nói_chung rẽ thì chịu
5,đẹp giống như hình_mẫu dây mềm
5,cam ơn cửa_hàng đồng_hồ rất đẹp
5,mẫu_mã đẹp và giao hàng đúng tốt nhưng không biết độ bền ra sao_đây
5,đồng_hồ quá xấu
3,xấu hơn trong hình
3,sắp phai hết rồi
5,hàng lởm kim cong_cọ mặt kính không chạy được
2,không như mong_muốn
5,đẹp nhe cửa_hàng ung i lam_a hinh thuc đẹp chat luong rat tốt
5,viết lại hình_thức đẹp trang_nhã bao_bì và trên pin đều ghi là mah sau khi sạc lần đầu dùng dung_lượng chỉ khoảng mah lần thứ hai dung_lượng hơn mah hài_lòng
5,vừa nhận được hàng trông rất tốt mở hộp như được bốc tem điện_thoại_vậy dung_lượng thì chưa test nên không biết được mah không nhân_viên thì rất tận_tình
2,hơi dày so với hình_ảnh đèn led mờ trọng_lượng nhẹ nên dung_lượng không được như thông_số mình sạc thử thì cục sạc mất iphone x đc tức là dung_lượng chỉ khoảng mah là tối_đa
5,sạc kém không đc như qc chưa đc nổi lần xiaomimax không biết là sdp bị lỗi hay j nữa thôi vừa báo gửi trả hàng cho cửa_hàng rồi sẽ ủng_hộ cửa_hàng sản_phẩm khác nhé cảm_ơn
4,hàng giao nhanh đóng_gói chắc_chắn dáng đẹp chưa biết chất_lượng thế_nào riêng đèn led thể_hiện dung_lượng quá mờ nên giảm hết vẻ đẹp ruột bunbea nhưng vỏ hộp không ghi thương_hiệu bunbea có phải hàng chính hãng vừa sạc vừa chơi game nhẹ không tăng nhưng cũng không sụt pin
5,sản_phẩm đáng mua dung_lượng sau khi test đạt tầm hơn mha quá chất cho quả pin vừa đẹp vừa rẻ như_vậy
5,sạc rất nhanh nhưng cứ đến là bị sập nguồn nói_chung dùng tạm được
5,cửa_hàng giao hàng rất nhan cụt sạt pin gắt châu nói_chung là tốt
5,sản phầm mình rất hài_lòng mẫu_mã đẹp nhẹ pin mah nhưng đúng mình nghĩ chỉ mah nhưng với giá_như vậy là tốt rồi ipx mình sạc được lần mình mới test được ngày cảm_thấy rất tốt còn độ bền sau_này thì mình chưa biết nói chung sản_phẩm rất tốt mình mua đồ onlline hay bị gạt lắm nhưng sản_phẩm này mình rất thích
5,nhận hàng mk khá ưng cửa_hàng gói cẩn_thận sẽ dùng và cảm_nhận chất_lượng
5,dùng em này mấy hôm và mình đã vứt luôn cục cũ sản_phẩm mỏng nhẹ vô_cùng mà sạc lại nhanh hơn pin cũ rất nhiều
5,ngoại_hình đẹp dung_lượng thực chỉ khoảng mah thôi nokia pin mah_sạc đc lần nói_chung tốt so với giá
5,đèn hiển_thị_hơi tối sạc có vẻ nhanh mình vừa xài g vừa sạc pin vẫn lên nhanh còn dung_lượng như nào thì phải xào time mới biết được rồi quay lại đánh_giá tiếp khá nhẹ rất nhiều so với cục riêng của mình mah bên ngoài khá đẹp như ip x màn_hình tràn viền full hd không che nha
5,đẹp lắm cửa_hàng ạ phụ_kiện đầy_đủ đèn_pin sáng quá trời lun rất thích hướng_dẫn mình sả xạc nhé cửa_hàng
5,sản_phẩm đẹp lắm mn rất vừa_ý cửa_hàng_phục_vụ nhiệt_tình
4,sản_phẩm này có loại sao cửa_hàng loại vỏ có hìh quả pin chỉ sạc được lần pin máy mah mà thôi ngồi giờ để trải ngiệm cục sdp giờ chỉ muốn vứt đi nhân_viên cửa_hàng gọi nhiệt tìh
3,được môix cái mẫu_mã đẹp sạc hơi chậm lần đầu sử_dụng đưa ra nx sdp còn điện_thoại còn xạc xong pin điện_thoại đc sạc dp hết sạch haizzz
5,rat tuyệt voi rất hài_lòng về sang phẩm này tôi không phải là người cua cửa_hàng tôi là khách_hàng nhân sét mong các ban ủng_hộ cửa_hàng
5,rất đẹp luôn mọi người ơi
4,nhìn bề_ngoài có vẻ chất_lượng nhưng những khách_hàng khác mua đều được tặng túi bảo_vệ hoặc dây_cáp sạc còn tôi mua thì không có
5,nhìn cách đóng_gói và mẫu_mã thì tốt bắt_mắt lm cửa_hàng ạ nhưng chất_lượng chưa biết nhé nhưng thôi cho nháy lun cho máu kkk
5,đẹp tuyệt_vời xuất thấy quảng_cáo giống ipx nên mua về thử thì giống thật chuẩn mah luôn quá đẹp cửa_hàng rất tinh_tế tặng thêm túi chống sốc chống trầy tốt tốt
5,giao hàng nhanh sản_phẩm giống mô_tả được tặng cả túi chống sốc hài_lòng
5,sạc pin lâu quá chưa biết sao nữa
5,hang khá ôkê đẹp nhưng độ bền_thi để time tesst
5,mẫu đẹp sạc nhanh độ bền thì cần time trả_lời
5,best charger ever
5,tốt nha mình n hàng đẹp ngon cho cửa_hàng
5,sản_phẩm giống như miêu_tả pin xạc nhanh đầy
5,giao hàng khá nhanh mình mới đặt chiều hôm_qua mà sáng hôm sau đã nhận được rồi nhìn chung sản_phẩm đẹp_mắt nhẹ và sang_trọng pin sạc nhanh rất rất thích cám_ơn cửa_hàng rất nhiều
5,phải công_nhận là loại pin polymer này nhẹ mà ngon hơn pin loại cũ rất nhiều triệu like
5,hàng chất_lượng cửa_hàng uy_tín đấy
5,lâu giờ nghe nói pin polymer mà nay mới được dùng thử đúng là gọn_nhẹ mà chất_lượng
1,quá tệ sạt không vào
5,sản_phẩm rất tốt rất đáng mua nha các bạn cảm_ơn cửa_hàng
5,sản_phẩm_chất_lượng tốt
5,tốt giống hình
1,dt sạt lâu dzo pin pin ảo còn là tự spaaj nguồn
4,hôm trước em đặt mua sản_phẩm này tại cửa_hàng nhưng vì hết hàng nên cửa_hàng yêu_cầu đổi mẫu khác nhưng khi nhận hàng và sử_dụng thì cục sạc bị lỗi sạc còn thì tụt còn không đề_nghị cửa_hàng đổi cho em cái khác
5,đặt rồi báo hết hàng gửi cho sản_phẩm khác tưởng gửi cái sạc dự_phòng khác ai dè gửi cái loa thuaaaaa
5,dung_lượng thực_tế mah màn_hình hiển_thị tối khá dày so với quảng_cáo số sai sạc được lần gê hông
5,rất đẹp nhưng không biết chất_lượng ổn không giá_thành rẻ nhưng sợ mấy ông trug quốc bỏ pin cát tầm_bậy quá
5,chất_lượng tuyệt_vời đẹp và quá chất không chê vào đâu đc sạc cho realme pin đc hơn lần không thua gì hàng cao_cấp cảm_ơn cửa_hàng và lazada rất nhiều sẽ còn ủng_hộ mua thêm tai_nghe thử xem sao
5,tính giá này thì cục sạc ai ngờ quá ưng_ý vỏ ngoài bóng loán nho gon tiện sd mình thích lắm sẽ ủng_hộ cửa_hàng
5,đã sử_dụng pin rồi nha pin sạc được thiết_kế tinh_tế dung_lượng lớn có_thể sạc một mấy cái điện_thoại lúc sạc không bị nóng chức_năng làm mát là khá tốt màn_hình kỹ_thuật_số có_thể hiểu rõ dung_lượng còn bao_nhiêu rất dễ sữ_dụng còn có_thể bỏ_túi sạc khi đi ra ngoài rất thuận_tiện
5,mua cũg đc ngày cảm_nhận cũg khá tốt tuy_nhiên sạc không có hỗ_trợ tự ngắt khi sạc cho điện_thoại đầy còn lại phải chờ để cảm_nhận thêm
5,sdp có hỗ_trợ công_nghệ sạc nhanh q_c trên các máy samsung nhưng không hỗ_trợ công_nghệ_sạc pd như quảng_cáo từ nhà bán hàng
5,sản_phẩm đẹp đúng mô_tả phục_vụ tốt test pin dự_phòng rất tốt pin cầm tốt dung_lượng cao rất phù_hợp cho người tiêu_dùng đi du_lịch không lo hết pin pin trâu có cổng rất nhanh hài_lòng
5,nhận hàng nhanh hôm_nay đặt mai nhận được pin mỏng nhẹ tạm_thời xài được ngày thì thấy chất_lượng sạc được lần hơn với smartphone pin ma
5,sạc kho báu rất tuyệt ngoại_hình rất đẹp rất phù_hợp để mang theo bên mình giá_cả cũng phải_chăng dung_lượng rất lớn
5,hàng cực tốt chất_lượng và kiểu_dáng quá phù_hợp với giá_cả dung_lượng thực hơn mình sạc cái note lần mà chưa cạn pin
5,giao hàng khá nhanh mình mới đặt chiều hôm_qua mà sáng hôm sau đã nhận được rồi nhìn chung sản_phẩm đẹp_mắt nhẹ và sang_trọng pin sạc nhanh rất rất thích cám_ơn cửa_hàng rất nhiều
4,lần thứ mjk ủng_hộ cửa_hàng sản_phẩm đúng mẫu nhưng lần này giao lộn chui sạc rồi cửa_hàng ơi đặc iphone giao samsung hơi buồn_tý
5,hàng đóng_gói cẩn_thận giao nhanh bề_ngoài pin nhìn đẹp không trầy_xước cầm khá chắc_tay nhưng không quá nặng cửa_hàng tặng kèm túi vải chống nhìn cưng lắm về chất_lượng thì để dùng xem như thế_nào đã nhưng nói_chung bề_ngoài nhìn đã rất hài_lòng rồi
5,ai đã và đang dùng sạc dự_phòng sử_dụng dòng pin cũ thì sẽ rất hài_lòng với pin polymer đó rất ngon
5,ngoai hinh đẹp
5,pin tốt cóoaij không cửa_hàng
5,sạc êm và nhanh đẹp
2,sạc pin chậm quá
5,hang đẹp dong goi can than
4,dày như cục gạch
5,hàng rất đẹp
5,hang được goi can than va đẹp
5,sao vì dịch_vụ tận_tình của cửa_hàng chất_lượng ban_đầu tuyệt_vời sau khi gởi hàng lại cho cửa_hàng xong tôi sẽ feedback lại lần nữa
5,chuẩn cho sao
5,đẹp giao hàng nhanh chưa sd nên chưa biết tốt hay không
5,hàng tốt mẫu_mã đẹp
5,không pik thế_nào nhưng rất đẹp tốt trog tầm giá
5,sản_phẩm đẹp rất thích bề_mặt hiển_thị giống mặt kính sạc nhanh
5,sạc dự phỏng mỏng nhẹ cực_kì kiểu_dáng đẹp sang_trọng pin sạc cũng trâu sạc đc lần ipx của mình
5,sản_phẩm rất tốt mặt kính nhỏ gọn vừa tay không quá nặng
5,sản_phẩm tốt
5,sạc tốt
5,quá tốt có dịp sẽ mua nữa nhân_viên giao hàng trưa nắng thấy tội ghê
1,sản_phẩm quá không đáng tiền quá tệ dùng xong tuần có cảm_giác pin không đủ cell và pin kém chất_lượng thuở đời_nào cắm trog chưa đầy p hết sạch mà điện_thoại lên đc điểm uy_tín cao có_lẽ do thuê buff
5,hàng đã qua sử_dụng hay sao mà mở ra bị khui hộp trước rồi bị trầy nửa chất_lượng để sử_dụng mới biết
1,sản_phẩm quá tệ dung_lượng quảng_cáo không mah thực_tế không mah cửa_hàng nó công_nhận gia_công thì như đồ bỏ lớp nylon mỏng phủ lên hộp nhựa dùng trong tháng đã bong ra nhìn rất tởm nó không gọn hoặc mỏng như quảng_cáo mà dày và rất nặng tuy_nhiên thì rất tệ cửa_hàng làm_ăn v bn người phản_ánh lại kêu không có trường_hợp nào như_t t quyết_định bỏ luôn không vì lại giao về số tệ như_thế để làm gì nữa ae nhớ chú_ý chứ đừng nghe nó nói lúc mua thì dung_lượng thực_tế là không song xả sạc này_nọ mua về hỏi quăng câu không t mua từ tháng để trong tủ mới sử_dụng được hơn tháng và sạc cho điện_thoại cửa_hàng nó tìm mọi lý_do để không hoàn tiền để đẩy lại sản_phẩm tái_chế như rác
5,rất tốt nhìn hình nhỏ nhỏ mà gửi về bự zữ
5,sản_phẩm đẹp đúng mô_tả phục_vụ tốt test pin dự_phòng rất tốt pin cầm tốt dung_lượng cao rất phù_hợp cho người tiêu_dùng đi du_lịch không lo hết pin
5,hàng đóng_gói cẩn_thận sản_phẩm đúng mô_tả mình nghĩ thích_hợp khi đi xa còn mấy bạn hay đi phượt nên tìm sản_phẩm nhỏ gọn hơn
5,pin cầm khá nặng_tay ngon bổ rẻ đúng nghĩa cám_ơn trời phật phù_hộ shiper vừa giao hàng song thì mất điện may quá sá may
3,được dây_cáp tốt còn cục sạc phải lâu_dài mới biết được giao hàng hơi lâu
5,đóng_gói cẩn_thận mà tặng cáp type c sao sạc nó không vào pin mà mình dùng cáp sạc của mình nó vào bình_thường nói_chung là hàng tốt hợp với giá tiền vote sao để ủng_hộ cửa_hàng
5,hàng đúng mẫu vận_chuyển nhanh cửa_hàng nhiệt_tình về chất_lượng thì qua một thời_gian mới đánh_giá được nhưng text thử rất ổn
5,cửa_hàng bán đồ đúng chất_lượng lun mình đã mua thêm cái màu đen nữa và cũng rất hài_lòng lun cửa_hàng còn khuyến_mãi cho nữa hihi ths cửa_hàng nhiều lém
5,cửa_hàng lam_an rat dang hoang bao hong may cửa_hàng gui lai cai khac lien rat đẹp giong hinh rat sang trong va dang dong tien co nhu_cau se ung ho lai cho cửa_hàng cảm_ơn
5,dung_lượng mah mà mình chỉ sạc vào pin của mình được lần là hết pin bù lại hàng xài chất_lượng màng hình hiển_thị tốt
5,cửa_hàng uy_tín có được tặng cáp sạc ss chắc_tay pin trâu để dùng thêm thời_gian coi có vấn_đề gì không
2,nói mà sạc được có hai cái dt còn cái thứ ba thì sạc mới có phan trăm pin là đã het_vậy hỏi gì mà sạc ít giữ vậy cái thứ_ba
5,hàng đúng mô_tả dây sạc lightning đi kèm tốt kết_nối data được với máy_tính còn dây sạc đính kèm pin nhìn cảm_giác mong_manh dài chỉ cm thì không tiện đặt để trên bàn nếu như ổ_cắm điện ở dưới đất có cổng out usb loại a và a vừa cắm điện sạc nguồn in và sạc phone out thì dùng được ở cổng usb a hơi to nên không thuận_tiện lắm việc bỏ_túi nhưng hợp_lý với dung_lượng mah phù_hợp đi công_tác du_lịch đóng_gói cẩn_thận giao hàng nhanh
5,đóng_gói cẩn_thận giao hàng nhanh sản_phẩm đẹp cửa_hàng cho mình hỏi pin này sạc lần đầu mấy tiếng kèm với lại cách sạc xả cảm_ơn cửa_hàng
5,cái gì cũng tốt chê mỗi cái vỏ bên ngoài nhẹ cái là sước
5,pin không đúng dung_lượng thực thì phải mình sạc máy pin không mah được thì pin sạc hao mất không biết có phải bị lỗi không nữa nhưng vẫn cho vì giao hàng nhanh
