stars,comment
5,great product perfect delivery in less than days
5,ổn recommend
5,perfect exactly like the one i had that i bought from the_uk
5,sản_phẩm tốt giao hàng nhanh
5,it works and is waterproof thats tốt enough for me
5,giao hàng nhanh đóng hàng chắn chắn còn chất_lượng phải sử_dụng qua cảm_ơn cửa_hàng
5,its water proof seems to work tốt i have had it in the pool times no problem
5,sản_phẩm tốt nhưng pin hơi kém củ sạc thì lại sạc không được nhanh vừa test máy và vừa sạc thì pin vẫn tụt phần_trăm không lên đổi mic đàm_thoại nghe rất nhỏ loa ngoài cũng không được tốt phần âm_thanh rất tệ
5,đặt_hàng trưa qua mà chiều nay nhận được hàng rồi quá ngon hàng nhìn keng xà_beng cho vì dịch_vụ cái đã chất_lượng để test rồi phản_hồi cửa_hàng sau kkk
5,rat tốt
5,máy đẹp
5,bê màn hinh cung_ban
5,sài tốt lắm
4,its value is much better than ipad the build is solid the specification is reasonable the price for hd is about the same as in the states i would have chosen hd instead had its price been reasonable keep in mind that this is not an ordinary tablet its os is modified by amazon it does not come with google play store you have to figure out how to install it if you want google play if the installation button is not responding try to reboot when the screen is locked it displays advertisements i bought this to replace my ipad i use it mostly to watch youtube and as an ebook reader chinese cheap tablets might appear to have better specifications than fire however chinese specifications might be fake even taiwanese brand tablets are made in china these days hence i choose amazon over no name tablets although fire hd is not perfect i am happy with its performance and price
5,máy mượt cài chplay các kiểu chơi mượt liên_quân với võ_lâm truyền kì thỉnh_thoảng đag chơi nó văng ra nhưng mình tải ứng_dụng xóa_ram nên cx không sao vẫn chơi mượt nói chung rẻ nhưng quá ngon
4,máy nguyên seal bật lên đòi đăng_nhập tài_khoản amazon mình đăng_nhập xong lên mạng cài google play luôn xong cài faceook you các kiểu thoải_mái xong máy lại có update thế_là up lên bản mới nhất của amazon máy này không đổi được giao_diện không có tiếng việt nhưng vì cài được play store nên vẫn gõ tiếng việt thoải_mái màn_hình khóa thì hiện quảng_cáo amazon không tắt được ứng_dụng mặc_định đó là mấy cái bất_tiện còn mình thì hoàn_toàn hài_lòng vì chỉ nghe nhạc phim_ảnh facebook game nhẹ trong khi giá khá mềm
3,máy nguyên seal giao hàng khá nhanh tuy_nhiên độ phân_giải màn_hình kém bị rỗ rất nhiều nếu chỉ dùng để đọc sách thì ổn xem phim hd thì rất chán màu_sắc không hiển_thị trung_thực lắm âm_thanh tốt máy chạy mượt nhưng kết_nối wifi hơi cùi mạng bắt được mạng không amazone store ít ứng_dụng nếu cài được google play thì tốt hơn
1,mình mới nhận được hàng và có số vấn_đề mình không hiểu với cái camera của máy mình thấy máy nó hơi phóng to ảnh và chụp hình hơi mờ mình hỏi cửa_hàng thì cửa_hàng bảo lại còn đòi_hỏi nét như iphone kiểu rất khinh người mình mới nhận được hàng chưa trải nghiệm máy gì cả nhưng mình thấy màn_hình có vấn_đề là khi chỉn màn_hình về mức tối thì màn_hình tối hẳn luôn những máy khác dù có chỉnh độ sáng về tối nhất cũng còn thấy được mình chỉ góp_ý vậy thôi
2,ưu_điểm rẻ pin khá nhược màn_hình bị hở sáng nặng vị_trí gần nút home ảo lúc khởi_động hoặc để nền tối độ sáng thấp độ sáng max mà chỉ bằng độ sáng của con xiaomi redmi note x để ở cục sạc đi kèm sạc khá lâu nóng chơi mỗi game clash of clan mà mặt sau máy nóng ran nói_chung là của rẻ là của ôi chả buồn đổi trả nữa hi_vọng nó sống thọ được năm để_dành tiền mình a_ipad
4,máy xài tạm được trong tầm giá màn to vừa phải camera siêu lởm chỉ để cho có mình tìm chưa có root nên hơi bị gò_bó với mấy app của amazon ai thích tùy biến nhiều như mình thì nên chọn hãng khác cửa_hàng để thông_tin chưa chính_xác máy này là bản th_gen tức_là bản chứ không phải
5,hôm đầu mình gặp vấn_đề với loa hơi rè nhưng đã khắc_phục được bóp vào cạnh máy là hết màn_hình máy không được nét nếu so_sánh với các máy_tính bảng trung_quốc cùng tầm giá nhưng xét về pin độ bền và thương_hiệu thì hơn hẳn cảm_giác cầm nắm tốt nhẹ và không bị cấn tay
5,vô_địch trong tầm giá chất_lượng tuyệt_vời mình đã mua đến cái thứ rồi dùng cho bán hàng dùng cho họp tập và giải_trí cũng rất tốt quan_trọng là em nó pin rất trâu mẫu_mã không theo trào_lưu bây_giờ nhưng mình rất thích nói_chung là miễn bàn_luận uh mua về lên google xem hướng_dẫn cài ch play nhé rất đơn_giản
5,chất_lượng sản_phẩm rất tốt phù_hợp với giá tiền rất thích_hợp cho trẻ_em học_tập và giải_trí nhẹ_nhàng
4,không có tiếng việt và google play nhiều quảng_cáo ở màn_hình khóa có_thể khắc_phục bằng cách liên_hệ trực_tiếp supporter của amazon để khắc_phục mình vừa nhận hiện_tại vẫn đang test sản_phẩm còn seal nhé mọi người
5,hàng cửa_hàng tốt nguyên seal chính hãng full box tuy_nhiên bên cửa_hàng giao hàng chậm cho kho lazada quá trễ ngày so với dự_kiến
4,mới mua về gần tuần thì bị mất cho sao thôi dù gì thì cũng có trải nghiệm tuyệt_vời trong ngày đó
5,máy đẹp giao hàng nhanh tuy_nhiên không có tiếng việt máy_ảnh cho có tuy_nhiên vẫn rate vù máy rất tốt so với mức giá rồi
4,ưu_điểm rẻ pin khá máy khá chắc_chắn nhược hở sáng ở góc màn_hình gần nút nguồn cảm_ứng thỉnh_thoảng không nhạy lắm
1,mua xong chặn phần hỏi_đáp về sản_phẩm khi mình đặt câu hỏi mặc_dù mình đăng xuất hoặc vào nick laz khác vẫn xem được hỏi_đáp
5,máy nhẹ ram gb đủ dùng cho các tác vụ nhẹ màn_hình không đến mức sắc nét nhưng cũng không bị rỗ có_thể cái google play phù_hợp sử_dụng cho trẻ nhỏ học tiếng anh và giải_trí với các game nhẹ
5,sử_dụng tốt với các nhu_cầu cơ_bản như xem youtube lướt web cài thêm ch play là xài vô_tư pin tốt thiết_kế nhựa nhìn hơi rẻ_tiền nhưng chắc sẽ bền
4,tốt trong tầm giá máy mới nguyên seal mọi thứ đều tốt trừ việc có loa thì loa bên trên bị rè khi mở volume nhưng mình nghĩ cũng không phải vấn_đề quá lớn vì mình thường xài tai_nghe hơn là loa
5,dùng rất tốt máy nguyên seal và đóng_gói cực_kì cẩn_thận mình rất thích và sẽ có dự_định mua thêm để tặng người_thân
5,cảm_ơn cửa_hàng đã mang đến cho mình chiếc tablet rất tuyệt_vời
5,hàng đúng nguyên seal
5,tốt trong tầm giá
5,khá ngon so với tầm giá
5,sản_phẩm tốt nguyên seal nhé
1,tư_vấn không nhiệt_tình
5,máy tốt trong tầm tiền
5,máy phù_hợp với giá tiền hình_thức rất đẹp nhưng không cài được tiếng việt
5,cứ như mua ở nước_ngoài giao hàng cực nhanh
5,giao hàng nhanh sản_phẩm nguyên seal tốt trong tầm giá
5,tốt cảm_ơn cửa_hàng
5,mình cần thêm giao dien tiếng việt và ch pla ai có_thể supp mình không
2,hàng chính hãng chất_lượng tốt
5,máy tốt nguyên seal đóng_gói cẩn_thận uy_tín
4,nguyên seal giá tốt đảm_bảo đáp_ứng các nhu_cầu cơ_bản cho một máy dưới tr
5,hàng mới nguyên seal chất_lượng tốt với nhu_cầu xem phim lướt web và game nhẹ
5,máy mượt mua về quất ngay bộ ứng_dụng và chplay để dể tải app android
5,hàng chính hãng
5,hàng tốt như mô_tả nguyên kiện nguyên đai chưa dùng chưa đánh_giá được nhiều
5,êm chơi game không lag mượt pin say được ngày
5,đóng_gói chắc_chắn sản_phẩm tốt rất đáng tiền
5,hơi lag nhưng với mức giá đó không đòi_hỏi hơn
5,tất_cả oke hết cai ch play hơi rat roi tí nhưng oke hết quá tốt
5,bán hàng rất chuẩn
5,tạm ổn
5,i love it
4,ngon bổ rẻ
3,hd rất tốt
5,ngon bổ rẻ
5,giao hàng nhanh ipad oke không có gì để chê cả
5,máy chuẩn apple hình_thức còn ngon mới xài giờ chưa vấn_đề nói_chung dòng ipad thi mjnh thấy bền lắm không kiến thêm sao cho cửa_hàng chat nhanh tư_vấn nhiệt huyêt lắm
5,mình lte dùng tốt với giá hơn t dùng rất ngon thích nhất bộ loa ghe nhạc xem phim tiếng trong am thanh steo rất thích
1,hàng kém chất_lượng tải game về không_thể chơi nổi đề_nghị xem_xét lại mặt_hàng
5,máy đẹp đúng mô_tả nhưng cục sạc bị hư
5,đã nhận được gói hàng rất hài_lòng với số hàng được đóng_gói kỹ máy_tính bảng mới đã dùng rất tuyệt_vời
5,mua máy cửa_hàng gởi đúng sản_phẩm masstel tab pro ram gb rom gb chính hãng đóng_gói kỉ sóng mạnh truy_cập nhanh sản_phẩm còn nguyên seal màu đẹp chắc_chắn nhiều ứng_dụng giúp bé học_tập hay và bổ_ích nên mua cảm_ơn cửa_hàng
4,máy sài_đc nhưng hơi yếu nhanh hết pin
4,hang xai duoc tốt nen mua
5,tốt mua dum không biết nhu_the nao
5,hài_lòng với chất_lượng sản_phẩm
4,hết màu đen hàng nguyên seal tốt
5,sản_phẩm đáng để mua giá rẻ hơn bên ngoài sản_phẩm chính hãng đang check máy thấy ổn lắm anh_em nên mua trải nghiệm cảm_ơn lazada
5,máy đẹp
5,quá rẻ so với giá mình ra cửa_hàng gần nha bán tr lên lazada đặt rẻ giao tận_mắt máy còn đẹp hơn
5,máy tốt chơi game khá mượt
3,mình không dùng nhiêu nhưng để lướt web và xài văn_phòng thì dòng máy này tốt máy mới nhưng mình đánh_giá thì cỡ thôi máy trong khá cũ dán màn_hình trầy_xước cái này không đáng ngại dóc bàn_phím chờn sơn nên chắc sử_dụng khá lâu rồi chắc vì cũ nên máy sử_dụng khá nóng và pin dùng chỉ được khoảng hơn giờ giờ
5,máy đẹp như mới xài tốt
5,đẹp như mới thông_số cấu_hình_như mô_tả test các chức_năng như cảm_biến vân tay camera microphone loa ngoài nhiệt_độ máy mát sim g pin khoẻ còn trên màn_hình cảm_ứng nhạy tuy máy cũ nhưng mọi thứ điều tốt xài ngày máy chưa thấy vấn_đề gì cảm_ơn cửa_hàng
4,cho cái bao hơi chật còn lại tốt
5,trên cả sự mong_đợi
4,rất hài_lòng
5,mình vừa nhận hàng hôm_qua hàng đóng_gói tạm được chưa được chắc_chắn lắm máy_móc còn mới và chạy ổn máy đã dán sẵn miếng dán màn_hình bàn_phím kèm theo bằng kim_loại rất chắc_chắn nhìn_chung ổn trong tầm tiền có thắc_mắc là nếu bị lỗi win trong quá_trình xài thì làm thế_nào
4,máy dùng rất ổn mượt và nhanh trong tầm giá cám_ơn cửa_hàng và long rất nhiều bạn có_thể tư_vấn mình khi cần nhé sẽ ủng_hộ thêm sản_phẩm của cửa_hàng
4,hàng còn mới xài tốt ổn
5,shops bán hàng uy_tín chất_lượng sản_phẩm đẹp giá_cả phù_hợp sao
5,chất_lượng tuyệt máy đẹp xem youtube lướt web quá ổn luôn mấy nhóc ở nhà đều thích loa nghe to hay lắm mình cho mấy nhóc học tiếng anh xem youtube rất tốt like cửa_hàng
5,hàng mới chất_lượng tr mà máy quá đẹp mới keeng rất hài_lòng mình mua về kết_nối hát karaoke cho bé xem youtube đọc sách tất_cả đều rất ổn ngon bổ rẻ
5,máy rât đẹp mọi thứ đều đầy_đủ dùng màn to loa khá to hay có tặng kèm bao da cửa_hàng_phục_vụ khá ổn hy_vọng máy dùng lâu_dài nữa là tốt
5,đã nhận được hàng bề_ngoài đẹp bọc dán màn_hình lưng đầy_đủ có tặng kèm bao da pin cũng trâu dùng liên_tục được giờ loa khá to trong chất_lượng tốt chưa thấy lỗi_lầm gì youtube có bản không quảng_cáo khá hay cửa_hàng_phục_vụ tốt
5,máy tốt hàng đẹp chơi game lướt web vẫn khá ổn loa nghe trong to hay rất chất_lượng
1,quá kém ae không lên mua nhé
5,đánh_giá sơ máy chạy ổn pin trâu loa hay phụ_kiện đầy_đủ hy_vọng bền dùng tầm năm là quá tuyệt so với giá tiền rồi
5,máy mới đẹp phụ_kiện đầy_đủ có bao da pin dùng hơi ảo nhưng dùng tổng cũng được tầm giờ loa nghe to tốt nói_chung tr xài cũng xứng tiền lần sau có dịp sẽ ủng_hộ
5,máy mới đẹp dùng rất tốt chưa có lỗi_lầm gì với cấu_hình này cài facebook lite mượt hơn dùng ổn hơn cửa_hàng cũng tư_vấn nhiệt_tình
5,dùng được tuần máy ổn quá ngon so với giá tiền
5,máy dùng rất tốt_đẹp ngon bổ rẻ tốt
5,máy mới đẹp loa to xem phim youtube ổn chơi đc liên_quân mobile khá
2,thủ_tục đăng_kí sử_dụng phức_tạp phải có thẻ visa mới tạo được tài_khoản máy không hỗ_trợ tiếng việt hệ điều_hành không phải là windows như quảng_cáo nhanh hết pin
5,máy_tính bảng màng hình gần như hd rất sắc nét rõ và đẹp dù viên pin chỉ có mah nhưng rất trâu sài cả tiếng mới hết
5,dùng tốt
5,sản_phẩm khá ổn so với giá
5,máy tốt giá rẽ chất_lượng châu âu cấu_hình giả trí cơ_bản rất tốt pin cực tốt
5,máy đẹp xước chấm nhẹ không đáng_kể hàng dùng tốt màn_hình nét loa khá chất
5,very tốt product and the seller is very informative and helpful super satisfied cảm_ơn you
5,mới nhận được máy sáng nay mới_đầu loay_hoay chưa cài được ch play nhờ cửa_hàng hướng_dẫn giờ thì tốt rồi máy đẹp giá tốt quá tốt hơn hẳn các máy khác trong tầm giá độ bền thì phải xài lâu mới biết được
3,mới đặt hôm trước hôm sau cửa_hàng giảm_giá hình_thức bao_bì còn mới chưa bóc nhưng đã bị ai xé một bên hông hộp máy chạy mượt chịu_khó tìm_hiểu cách cài_đặt là tốt
4,mới mua ngày chưa tải đc ch play nhưng tải liên_quân apk về chơi mượt youtube xem nỏi thôi máy chơi khoảng nửa tiếng là_hơi nóng chổ camera chơi liên_quân giờ liên_tục là hêt pin pin thì sạc khoảng giờ đầy không biêt co bi loi gi không pin yếu hơn tưởng_tượng nên cho sao
5,hàng mới nguyên seal
5,quá ngon trong tầm tiền
5,nguyên seal nhìn là ưng đang vọc cho nhóc nhà xài khó kiếm case chống shock nên đặt mua luôn
3,dùng ổn trong tầm giá nhưng máy nhanh nóng
5,rat ưng
3,hài_lòng
5,máy đẹp mới full box quà đi kèm đầy_đủ check mã chuẩn hàng gtab về sử_dụng thấy cũng ổn liên_quân pubg freefire chơi tốt đáng tiền nhé mọi người
5,máy đẹp vỏ nhôm sắc nét trông rất cao_cấp tác vụ ổn không giật lag
5,tưởng máy giá rẻ thì kém nhưng xài khá tốt màn full hd đẹp game mượt không giật lag rất hài_lòng cửa_hàng
5,tr nhìn như máy cao_cấp đẹp chơi game mượt rất đáng tiền máy mới phụ_kiện sạc cáp bao da otg dán màn đầy_đủ mà để quên trên nhà lười chụp nói_chung tốt
5,chất_lượng được tặng đủ phụ_kiện xài lâu vẫn mượt chưa thấy lỗi_lầm gì màn_hình nét bán hàng có tâm hỗ_trợ tốt
5,máy dùng ngon dùng tuần rồi thấy ổn chơi game khá được máy đẹp vỏ nhôm chắc_chắn máy hơi dày nhưng cứng_cáp nói_chung là chuẩn
5,tuyệt_vời ông mặt_trời
5,dùng cực mượt rất đáng tiền đây là máy mới hơi bất_ngờ với chất_lượng quá tốt
5,máy dùng tốt màn nét chơi game rất mượt liên_quân mobile fps gần rất xứng tiền
1,san pham chua_gi da bi loi cam ung roi phan duoi camera truoc de doc de ngang gi cung không cam ung duoc vi ban cong chuyen nen it su dung den khi su dungdung thi moi phat hien ra het doi_tra duoc chi bảo_hành thoi that vong qua
5,máy xài ngon chơi liên_quân chạy cũng tương_đối mượt hơi giật tý không đáng_kể máy tốt ngoài mong_đợi phụ_kiện tặng kèm theo đầy_đủ và đẹp màn_hình thì hơi dễ xước nên phải dán màn_hình ngay cơ mà_hơi tiếc vì không được bóc seal chắc cửa_hàng lấy ra nâng_cấp dùm lên android rồi nói_chung với mức giá này mà chạy_vậy là ổn very ổn
5,may chay rat muot va rat ro mau đẹp voi gia nay thi cung vua tui tien cac ban nen mua xai nhe
4,san pham thi tot nhug cuc_sac da_hu
5,rất tốt
1,mua ổn tiền quá lo ghe không nghe được gì cả lần đầu cũng là lần cuối chắc không dám mua hàng của zara nữa đâu
2,máy lag toàn tiếng trung thôi
1,quá tệ_hại thua máy đồ_chơi cho con_nít
1,tôi không hài_lòng vì máy tôi nhận được không phải là máy mới
5,không tốt
1,rat te
5,máy tốt giá đẹp cho thương_hiệu uy_tín mới nhận vài ngày thấy lúng_túng vì chưa quen việc quản_lý khá chặt các chương_trình nhưng khi quen thấy khá nhanh với kho giải_trí games phim_ảnh ebook cực phong_phú pin dùng cũng khá lâu
5,nói_chung dùng tốt với giá tiền tìm miếng dán cường_lực dán vào dùng khá mượt so với sản_phẩm cùng giá tiền các cục sạc bao chât
5,hàng tốt đúng như quảng_cáo
5,giá hợp_lý giao hàng nhanh xin cám_ơn
5,chơi được game miễn_phí fire tốt
5,sản_phẩm tốt
5,máy xài tốt hơi chậm chút nhưng không sao tiền nào của đó xem phim game nhẹ đọc sách được
5,máy dùng không quá nhanh nhưng để xem youtube đọc sách cũng khá ổn máy mới đẹp
