stars,comment
5,nhạc hơi nhỏ
5,hàng đẹp giống hình chắc_chắn cảm_ơn cửa_hàng sẽ ủng_hộ nữa
5,hàng tốt so với tầm giá
5,nhạc nhỏ giao hàng thì chậm
4,bị gãy cái kèn giao nhanh hàng chắc_chắn
5,hàng đẹp mà_hơi thắp không cao như hình
5,kệ như hình khá chắc_chắn giao hàng nhanh a giao hàng thân_thiện
5,hang rat tot nhân_viên gjao hang nhjet tinh cho cửa_hàng sao luon
5,sản_phẩm tốt rất hài_lòng
5,tốt giao nhanh nhiệt_tình
5,ok y_hình
5,phù_hợp với giá tiền sản_phẩm ok
5,cho cửa_hàng điểm nha rất ok luon
5,nhạc nhỏ không nghe gì mà còn rè nữa lại bị gẫy đồ móc thất_vọng
5,rất dễ_thương chắc_chắn babi rất thích giao hàng nhanh
2,con vẹt không phát nhạc đc
5,very tốt nên mua
5,dễ_thương
5,rất hài_lòng về sản_phẩm
5,hang ok
5,hết pin
5,hàng oke
5,san pham nay đep co đeu nho hon voi hinh chup xa lam nhu_minh rat hai long
5,không nghĩ là nó sẽ đẹp và chất_lượng đến z luôn cửa_hàng oi
5,gau rất dễ_thương đáng yêu_se ủng_hộ cửa_hàng lau dai anh giao hàng nhiệt_tình lắm nói_chuyện de thương
5,gấu đẹp lắm khuyến được giá khuyến_mãi rẻ
3,sao em đặt size cm mà giao em có cm vậy cửa_hàng
5,rất đẹp rất dễ_thương nhé
5,rat đẹp tuy hoi nhỏ nhug ok lem cho sao ny mình rat thích lần sau co ny mới mình mua tiếp thi mình se ủng_hộ sop kkk
5,gấu tuy nhỏ nhưng rất đẹp nha đong hàng rất kỹ nha mở thùng ra là thích liền
5,sản_phẩm rất đẹp
5,giao hàng nhanh đẹp nhưng gấu ngoài nhỏ hơn trong hình
5,hàng nho nhan xinh xan
4,đã nhận đc hàng sớm hơn dự_kiến nhưng áo của gấu_hơi cũ và màu khác không giống hình vì giao hàng sớm và nhân_viên giao hàng thân_thiện nên cho sao
5,sản_phẩm tôi rất hài_lòng được người dùng đánh_giá cao tôi rất ưng_ý người tôi tặng rất vui rất hài_lòng cảm_ơn bên lazada đã cung_cấp sản_phẩm tốt như_vậy
4,hàng chất_lượng tốt_đẹp tuy_nhiên áo của gấu bông bị rách mong trc khi đóng_gói thành_phẩm kiểm_tra trước
5,gấu đẹp lắm chúc cho cửa_hàng buôn may bán đắt
5,hàng đẹp như hình giao hàng nhanh cửa_hàng rất uy_tín
1,hàng trong hình thì hổ báo lắm về đến nơi to bằng cái đùi của t ôm s_đủ
5,đẹp tui thích
4,sản_phẩm đúng như miêu_tả đẹp êm mượt
5,cửa_hàng cần cố_gắng phát_huy
5,hài_lòng với sản_phẩm nhưng áo không đúng với ảnh qc
5,ok sản_phẩm đúng như đăng quảng_cáo giao hàng nhanh cảm_ơn nhà cung_cấp
5,mình đã mua và tặng nyc đến giờ mình và nó đã ctay
5,rất hài_lòng
5,sau ngay rồi chưa có hàng_z shol
1,s trong hình to_đùng_vậy mà khi nhận nó có bé xíu_vậy
5,rất đẹp tôi rất thích
4,nhin cung ok lam
2,thất_vọng
3,chi_phí vận_chuyển hàng bao_nhiêu vậy ạ
5,đẹp và xinh lắm cửa_hàng ôi xinh dã_man
5,đẹp quá cửa_hàng ơi
5,xinh lắm ạ
5,vòng đẹp giao hàng nhanh
5,đúng thời_hạn rất đẹp
5,vòng đẹp lắm cửa_hàng ơi các bạn nên mua ủng_hộ cửa_hàng cửa_hàng tư_vấn rất nhiệt_tình
5,chắc_chắn lắp mãi mới xong mất cả tiếng đồng_hồ
4,phần tay lắm chắc_chắn tí nữa thi tốt hơn
5,bàn khá tốt trong tầm giá giống hình chắc_chắn
5,tay_cầm nhựa hay bị lỏng ốc vít vặn nhiều lần bị lờn ốc nói_chung khá ok khắc_phục chỗ tay nắm là hoàn_hảo
5,bàn chắc_chắn tay_cầm chơi khá vui
5,rất đẹp
4,bóng tốt nhưng quá nhỏ
5,có quả bị xì cửa_hàng ạ
5,tốt nói người nên mua ủng_hộ cửa_hàng ạ
5,sản_phẩm tốt rất ok nhóc nhà rất thích cửa_hàng tư_vấn nhiệt_tình mọi người nên mua ủng_hộ cửa_hàng cửa_hàng làm_ăn rất uy_tín sản_phẩm_chất_lượng cao và còn rẻ hơn giá tiền bên ngoài cho cửa_hàng sao luôn
5,cửa_hàng giao hàng con robot y hình con mình rất thích chơi cảm_ơn you cửa_hàng nha mình chúc cửa_hàng buôn_bán đông khách cám_ơn cửa_hàng nhiều ha
5,hàng chất đấy cảm_ơn cửa_hàng
5,hàng y hình chất_lượng tốt có nhạc nhảy vui đèn đẹp bé rất thích
5,cu tùng nhà mình thích cuồng_nhiệt cảm_ơn nha
5,chỉ biết đi và có bài hát thôi không biết nhảy như mô_tả
5,ok dùng vui
5,rấy hài_lòng
4,sản phầm này rất hài_lòng so với số tiền bỏ ra về độ bền chắc thì cần thêm thời_gian sử_dụng và cho tụi trẻ nó chơi d
5,hàng giống như mô_tả robot biết nhảy và hát cháu mình rất thích
3,tôi mua sản_phẩm thì cái bị lỗi đèn led trên đầu không có không xoay luôn cái còn lại tôi ưng_ý đề_nghị cửa_hàng test trước khi gửi cho khách_hàng chẳng đáng bao_nhiêu lại mất_công mang ra bưu_điện
3,đồ_chơi cho con_nít chơi mà cửa_hàng không kỹ để bụi_bặm dính ghê quá mai_mốt giao hàng lau_chùi sạch_sẽ để hình_thức được đẹp sạch_sẽ hơn nhá
4,tốt trong tầm giá
5,hàng rất đẹp tuyệt_rấttttttttttttttttttttttttttt hài_lòng
5,sản_phẩm hơi bụi nhưng không sao mua về con zai mk rất thích
5,san pham sai được trong tam_gia chat luong được co the mua
5,hàng đẹp như hình so với giá thì đây là sản_phẩm tốt giá rẻ
5,con mình rất thích đẹp và ok lắm sao
4,đẹp bé rất thích
5,sản_phẩm tốt robot nhảy và xoay đúng như quảng_cáo
5,sản_phẩm thì tốt nhưng không có bin lai phải đi mua gắn vô đáng_lẽ la_phai có đầy_đủ cho người mua
5,sản_phẩm rất đẹp rất hài_lòng cho các bé chơi rất vui anh_em nên mua nhé
1,giao không đúng màu bị trầy nhiều chỗ
5,chào robot rất vừa_ý mình mình muôna đặt thêm một con nữa theo địa_chỉ cũ được không
5,không biết hàng dùng chưa lúc bỏ ra đã bị bóc vỏ nhưng vẫn tốt
3,hàng đẹp mà nhanh hết pin quá
5,hàng chất rất là ok mọi người nên mua cho bé chơi
5,sản_phẩm ok
5,sản_phẩm tốt đáng đồng_tiền ku con nhà mình rất thích cảm_ơn cửa_hàng
5,robot đẹp đúng với miêu_tả
5,sản_phẩm ok bé rất thích
5,hài_lòng
5,sản_phẩm ổn nhìn trung khá đẹp
5,đóng_gói cẩn_thận sản_phẩm giống như hình trên
5,hàng tạm được
4,hàng đẹp tiếc không kèm pin
5,rat gjong_mau
5,hàng đẹp dễ_thương
4,hàng tạm được
3,không co pin mắt robot không sang như quản_cáo
5,hang choi được trong tam_gia
5,hang tot hon ca mong doi cam on cửa_hàng
5,tốt nhưng mau hết pin quá
5,robot hoạt_động bị kẹt hoài chơi không êm gì hết huhu
5,hàng y hình hoạt_động tốt đóng_gói kĩ_lưỡng
5,sản_phẩm tốt giá rẻ dùng rất ok cám_ơn cửa_hàng
4,sản_phẩm nhìn hơi cũ không giống sản_phẩm mới nhưng hoạt_động tốt phù_hợp trong tầm giá
3,cũ chưa gắn pin nên chưa biết có chơi được không
5,dùng tốt giá rẻ
4,ngon đúng là cay
5,đẹp rất tot
2,không biết vận_chuyển có bị mở ra không nhưng sản_phẩm bị dơ giống hàng cũ phải lâu chùi mới được
5,tốt giá rẻ
5,hàng rất ok
5,hàng đúng như quảng_cáo lắp pin vào chạy được ngay rất ok
5,hang_đẹp su dung ok nhung bi ket mot ben chan không xoay duoc
3,giao hàng đúng hẹn đúng sản_phẩm như mô_tả không bị hỏng_hóc
5,đẹp chắc_chắn nếu cửa_hàng cải_tiến cho sẵn pin thì người mua sẽ phấn_khởi hơn vì thử được ngay
5,tuyệt_vời
5,rất đẹp ạ
5,hàng ok
5,hàng tốt
5,ok vui
5,sản_phẩm ok
3,hàng như kiểu hàng cũ đổi trả rồi saovys
5,hàng như hình quảng_cáo tốt chất_lượng
5,hàng đẹp chất_lượng
5,đã nhận được hàng đứa nhỏ nhất thích
5,tốt nên mua
4,giao hang nhanh hoạt_động tốt
5,rất ưng_ý đóng_gói tốt sản_phẩm ok giao hàng nhanh
5,tốt tốt lần sau ủng_hộ cửa_hàng con nữa
1,cánh_quạt trên đầu không quay mình muốn đổi cái khác và khi đổi bêb bán kiểm_tra trước khi giao
5,sản_phẩm đẹp rẻ chất_lượng cao
4,chơi được vỏ hộp bị nhăn nhún vì hộp đựng nhỏ
5,hàng đẹp đúng mẫu_mã bay_nhảy tốt
4,mình mua cái cái sau nghe đc hơn
5,nhận hàng thấy hài_lòng cảm_ơn cửa_hàng nhé
5,quá tuyệt
5,sau ngay_em da nhan được hang giao nhanh
5,giao hàng sớm hơn ngày bút giống như hình nhung bút quay hơi nặng chắc tại chưa quen còn lại không có gì để chê hết
5,looks tốt with balance on the middle and tốt spin moment weight gr length cm long wokrspace is tốt for continues and long combo based on crayola supertips softly but sticky rubber i am not sure that is dr grip
5,tuyệt quê cửa_hàng mà hơn méo
5,mat but rồi
5,hàng rất tốt giáo hàng nhanh quay rất êm cảm_ơn cửa_hàng
5,giao hàng nhanh bút đẹp quay đầm tay
5,sản_phẩm rất đẹp
5,hàng đẹp quay hơi nặng
5,bút quay bảo tốt không nói nhìu mua thì click
5,sản_phẩm như hình quay tốt hơi nặng giao hàng nhanh sao cho cửa_hàng
5,đóng_gói khá kĩ giao hàng nhanh sản_phẩm như hình
5,hàng tốt quay rất êm tay còn đc quà tặng miễn_phí ủng_hộ cửa_hàng sao
5,bút còn khá nặng về tip sắt cần giảm lại một_tí
5,hàng tốt
5,quay êm bám tay tốt và đặc_biệt là đóng_gói rất kĩ_càng nên
5,cây y_chang hình_vẽ đẹp bám tay tốt giá rẻ đóng_gói kĩ
5,hàng chất_lượng
2,hàng nhìn xấu đúng với tên gọi fake bc
5,quay dễ đẹp_mắt
5,giống mẫu
5,cầm đầm tay rất đẹp
5,rất tốt
5,được
5,cây như hình đẹp xoay rất êm đóng_gói rất cẩn_thận
5,rất hài_lòng giao đúng như hình cắt góc tốt trơn_tru nhẹ
5,hàng mẫu_mã rất ok giao hàng nhanh
5,sản_phẩm khá tốt trong tầm giá dùng được năm vẫn ok quay mượt cắt gốc tốt cảm_giác sướng tay ủng nên mua
5,hop gia tien duoc cai giao nhanh cửa_hàng nen gui kem huong dan choi tieng viet hoac tieng anh thi tot hon
5,ưu_điểm đóng_gói tốt hàng đúng như hình xoay khá là tốt dể xoay đẹp nhược_điểm mặt dán decal còn bông lên một_ít nhưng không sao
5,hình_thức như quảng_cáo chất_lượng rubik tốt hơn mong_đợi
1,giao không đúng sản_phẩm
5,quay tot ok
5,sản_phẩm dùng rất tốt
5,sử_dụng oke
5,sản_phẩm tốt cho sao luôn
5,hàng đẹp đóng_gói cận thận xoay tốt sử_dụng rất thích cám_ơn cửa_hàng
5,hàng hơi nhỏ hơn với hình_ảnh nhưng dùng tốt
5,sàn phẩm tốt
5,động_cơ tốt dễ kiểm_soát bẻ góc tý dễ_dàng rất hợp với người mới chơi tôi á
5,rất tốt giống y_như hình xoay trơn mượt giao hàng nhanh
5,rubik xoay rất mượt đẹp và đặc_biệt là rubik có chất_lượng rất tốt
1,cửa_hàng làm_ăn vớ_vẩn giao rubik cùi bắp quay cứng như gi các bạn không nên mua ở cửa_hàng này nhé
5,sản_phẩm đúng như ảnh bìa xoay mượt
1,khác hẳn với hình
5,tốt khớp mượt
5,chơi tốt trơn mượt
1,nói tặng cái chân_đế rubik hoặc miếng dán màu mặc mở hộp ra không có gì quá tệ
5,rất thích
5,rất đep đúng như trông hinh anh rất đẹp
5,rất là tốt ủng_hộ cửa_hàng nhiều
1,khi mới nhận hàng không có nút bấm
5,nho be qua
5,chất_lượng tốt bền
5,sản_phẩm tốt xứng_đáng_sa
5,vừa chơi được dưới nước vừa bay được trên trời nói_chung là tốt độ bền cũng ok
5,hàng ok cửa_hàng nhiệt_tình
5,cửa_hàng tư_vấn nhiệt_tình trả_lời tin nhắn nhanh chất_lượng bóng tốt bóng dày dù ban_đầu cửa_hàng có giao nhầm màu cho mình nhưng sau khi đó thì cửa_hàng đã rất nhiệt_tình hỗ_trợ để đổi lại hàng cho mình
5,sản_phẩm đung mo_ta
5,màu giống trên hình đẹp lắm cảm_ơn cửa_hàng
5,bóng dày đẹp được tặng kèm dây
5,ok lắm cửa_hàng
5,hàng đẹp hơn trong hinh
5,hàng đep rât hài_long
5,mn nên mua sản_phẩm này giao hàng đầy_đủ bóng dày đẹp giống hình
5,bóng đẹp cửa_hàng tv nhiệt_tình có tâm sẽ ung hộ dài_dài
5,rat tot
5,bóng dày đẹp giao đủ số_lượng tư_vấn nhiệt_tình nói_chung là rất hài_lòng về cửa_hàng này
5,bóng xuống màu nhanh quá
5,sản_phẩm đẹp sáng màu
5,đẹp khỏi chê
5,bóng đẹp giao đúng màu yêu_cầu
4,bóng không duoc nhũ nhu trong hình quảng_cáo nhung cung duoc
5,bóng đẹp lắm cửa_hàng à
5,bóng dày bơm lên siêu đẹp
5,bóng đẹp giao nhanh
5,giao hàng nhanh chất_lượng tốt
5,ok dễ_thương
5,hag đẹp
5,đẹp bé rất thích
5,nên mua
5,giá_thành cùng chất_lượng hợp_lý
5,chắc_chắn bền giao hàng nhanh ok
5,tốt oto bằng sắt rất bền bọn trẻ thích lắm
5,sản_phẩm tốt
2,cửa_hàng giao cho mình hàng tồn_kho
5,rẻ đẹp nên mua sẻ rất ưng
5,vua tui tien
5,rất đẹp cảm_ơn cửa_hàng
5,giấy dễ rách đồ rẻ_tiền đúng là tiền nào của nấy
5,sản_phẩm rất ok
4,ok lam_mn nen mua cho be
5,rất thích bộ này
5,drm có mấy hình nhìn kinh_khủng lắm có mấy sticker dễ_thương mong cửa_hàng tạo ra những sticker dễ_thương hơn bây_giờ
5,sản_phẩm giống mô_tả rất dễ_thương độ dính thì chưa biết thế_nào không biết sao lại được tặng quà nhưng mà quà cũng rất dễ_thương_cảm_ơn cửa_hàng nhiều nhé
5,mua nhiều lần rồi nên không nói nhiều mình n xem đánh_giá là pt
5,đẹp nói_chung ok
5,đủ hình còn đc tặng thêm hình rất đẹp nhưg bền không thì chưa biết
5,hàng tốt hd chống nước siêu dính wuá ok luôn nha giao hàng nhanh quà tặng kèm đẹp
3,nhiều mẫu hình nhưng độ sắc nét không cáo
5,rất đẹp tui rất hài_lòng
5,sản_phẩm đẹp
5,hình đẹp còn tặng thêm vài con icon vàng vàng dễ_thương vãi sẽ ủng_hộ cửa_hàng nữa cảm_ơn cửa_hàng rất chi là thích luôn
5,giống y_chang hình dễ_thương lắm luôn lại còn được tặng thêm nữa
5,đc nhưng có vài hình không hợp cho lắm không giống đrm chung là đẹp có stcker tặng kèm
4,phí vận_chuyển hơi mắc sticker nhiều hình không đẹp cho lắm
5,tuyệt_vời đó
5,hình nó hơi ghê
5,hàng đẹp lắm cửa_hàng
5,giao nhanh còn được tặng thêm cảm_ơn cửa_hàng
5,hình dán rất dễ_thương
5,hàng tốt giao hàng nhanh còn được tặng hình nữa
5,hình đẹp lắm
5,đth con_heo bị chày mặt nha cửa_hàng
5,tốt rẻ
5,đã nhận hàng đóng_hộp tiện quá còn tặng kèm nữa kaka hình rất đẹp cửa_hàng ạh
5,quá đẹp cửa_hàng còn tặng thêm hình chúc cửa_hàng buôn may bán đắ
2,độ sắc nét thấp nhất trong các mẫu của cửa_hàng
5,chất_lượng cao
5,nice
5,sản_phẩm đẹp rất ưng_ý sẽ ủng_hộ tiếp
4,sao sản_phẩm mình nhận được màu nó hơi nhạt
5,hàng xịn nha mng đẹp lắm còn được tặng kèm thêm hình nữa
5,sticker chất_lượng tốt đã thế có quà thêm nữa chứ
5,nhãn dán cực đẹp có_thể lựa theo sở_thích fan lmht và thấy sticker cực đẹp rate
5,rất tót rồi ất chu_đáo
5,hình dán rất đẹp ạ yêu cửa_hàng vaiz vvv
5,hàng tốt đấy
5,đẹp quá
4,san phẩm đẹp
5,màu_sắc_đẹp
5,đẹp bắt_mắt không có mùi
5,màu_sắc tươi_tắn đẹp
5,màu_sắc_đẹp giao hàng nhanh đóng_gói chắc_chắn
4,rất hai long
5,đẹp nhung co nhieu chi tiet nho nen hoi thua_phai mat thoi_gian lap rap
5,chất_lượng tốt rất hài_lòng
5,hàng ok hơi dính xíu tẹt_dời
5,the product is very affordable than its other counterparts very useful for playing_games with kids will definitely order again
5,rất dáng dể mua
1,rất tệ không hài_lòng
5,bài đẹp oke nhưng hơi dính nhưng cũng không sao giao tận nhà nhưng đây là bên lazada còn nữa cắt cho nó hết chứ góc của nó tua tua ra
5,hàng ok nhưng lá bài còn bị lỗi ở phần góc của lá bài trên lá bài còn dính mấy đốm giống như in lỗi nhưng không sao
5,hàng bao đẹp luôn xin nhanh rẻ sẽ có lần thứ
5,đã nhận hàng bài đẹp đánh_giá sao cho sản_phẩm
5,không tốt lắm
5,màu gi bi nát ra hét rồi không ok lam
5,hàng phù_hợp giá tiền đều có mùi hơi khó_chịu made in chine
5,rất tốt các bé yêu thích lắm
5,hộp bút bị thiếu cây những ô màu khô bị vỡ miếng màu nói_chung nhà bán hàng không cẩn_thận không kiểm hàng trước khi đóng mong đừng lặp_lại với bất_kỳ khách_hàng mào
5,để giá khuyến_mãi còn không mà tiền_vận_chuyển tổng không giá bán cao_ngất ngưỡng_l
5,rất hài_lòng
5,hàng đúng như hình
5,như hình_vẽ sản_phẩm dùng tốt
5,đúng mẫu ok lắm nha cửa_hàng
5,giao hàng đúng hàng đúng y_như hình rất hài_lòng
5,màu đẹp đúng như hình
5,nhok nhà tôi rất thích cảm_ơn cửa_hàng
5,đẹp lam cửa_hàng dung nhu_hinh
5,màu bên trong bị vỡ không hàu lòng
5,đẹp làm duq mau ln nkak
5,that giong mau to không đẹp
5,đẹp dug y_hinh
5,vận_chuyển làm rách hộp màu hjx
5,sản_phẩm đống góp kỹ nhưng giao hàng lâu
1,quá tệ bì hình màu hồng mà_lại giao toàn màu xanh
5,đủ bộ
5,tốt lắm
4,tạm được
5,giao hàng nhanh ngon sao
5,rukik thì rất trơn xoay mượt cắt góc khoảng màu đẹp nổi có_điều dòng rubik này của cyclone boys đâu phải của qiyi hay moyu kệ giá này có được rubik thế_thì ok quá rùi cho
